0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1.6899713549842892e-18,1.6899713549842777e-18,1.014610257808806e-17,1.014610257808806e-17,1.014610257808806e-17,1.014610257808806e-17,1.0146102578088051e-17,1.0146102578088051e-17,1.014610257808806e-17,1.014610257808806e-17,1.014610257808806e-17,1.0146102578088051e-17,1.0146102578088042e-17,1.014610257808806e-17,1.014610257808806e-17,1.014610257808806e-17,1.014610257808806e-17,1.0146102578088042e-17,1.014610257808806e-17,1.014610257808806e-17,1.014610257808806e-17,1.014610257808806e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088085e-17,1.0146102578088085e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088085e-17,1.0146102578088085e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088085e-17,1.0146102578088085e-17,1.0146102578088042e-17,0.29934607109376965,1.0146102578088042e-17,1.0146102578088085e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088128e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088128e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088128e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088128e-17,1.0146102578088042e-17,0.0006539289062290601,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088128e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088128e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088128e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088042e-17,1.0146102578088128e-17,1.0146102578088128e-17,1.0146102578087953e-17,1.0146102578087953e-17,1.0146102578088128e-17,1.0146102578088128e-17,1.0146102578088128e-17,1.0146102578087953e-17,1.0146102578087953e-17,1.0146102578088128e-17,1.0146102578088128e-17,1.0146102578088128e-17,1.0146102578087953e-17,1.0146102578087953e-17,1.0146102578088128e-17,1.0146102578088128e-17,1.0146102578087953e-17,1.0146102578087953e-17,1.0146102578088128e-17,1.0146102578088128e-17
1.5525429208290708e-18,1.55254292082906e-18,9.321021754791854e-18,9.321021754791854e-18,9.321021754791854e-18,9.321021754791858e-18,9.321021754791844e-18,9.321021754791844e-18,9.321021754791858e-18,9.321021754791858e-18,9.321021754791858e-18,9.321021754791844e-18,9.321021754791838e-18,9.321021754791858e-18,9.321021754791858e-18,9.321021754791858e-18,9.321021754791858e-18,9.321021754791838e-18,9.321021754791858e-18,9.321021754791858e-18,9.321021754791858e-18,9.321021754791858e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791877e-18,9.321021754791877e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791877e-18,9.321021754791877e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791877e-18,9.321021754791877e-18,9.321021754791838e-18,0.2999985683695834,9.321021754791838e-18,9.321021754791877e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791915e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791915e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791915e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791915e-18,9.321021754791838e-18,1.4316304154201293e-06,9.321021754791838e-18,9.321021754791838e-18,9.321021754791915e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791915e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791915e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791838e-18,9.321021754791915e-18,9.321021754791915e-18,9.321021754791757e-18,9.321021754791757e-18,9.321021754791915e-18,9.321021754791915e-18,9.321021754791915e-18,9.321021754791757e-18,9.321021754791757e-18,9.321021754791915e-18,9.321021754791915e-18,9.321021754791915e-18,9.321021754791757e-18,9.321021754791757e-18,9.321021754791915e-18,9.321021754791915e-18,9.321021754791757e-18,9.321021754791757e-18,9.321021754791915e-18,9.321021754791915e-18
1.5458040768830832e-18,1.5458040768830724e-18,9.280563676792174e-18,9.280563676792174e-18,9.280563676792174e-18,9.280563676792178e-18,9.280563676792174e-18,9.280563676792174e-18,9.280563676792178e-18,9.280563676792178e-18,9.280563676792178e-18,9.280563676792174e-18,9.280563676792163e-18,9.280563676792178e-18,9.280563676792178e-18,9.280563676792178e-18,9.280563676792178e-18,9.280563676792163e-18,9.280563676792178e-18,9.280563676792178e-18,9.280563676792178e-18,9.280563676792178e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792206e-18,9.280563676792201e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792206e-18,9.280563676792201e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792206e-18,9.280563676792201e-18,9.280563676792163e-18,0.29999999999318294,9.280563676792163e-18,9.280563676792206e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792241e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792241e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792241e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792241e-18,9.280563676792163e-18,6.816034679319495e-12,9.280563676792163e-18,9.280563676792163e-18,9.280563676792241e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792241e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792241e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792163e-18,9.280563676792241e-18,9.280563676792241e-18,9.280563676792081e-18,9.280563676792081e-18,9.280563676792241e-18,9.280563676792241e-18,9.280563676792241e-18,9.280563676792081e-18,9.280563676792081e-18,9.280563676792241e-18,9.280563676792241e-18,9.280563676792241e-18,9.280563676792081e-18,9.280563676792081e-18,9.280563676792241e-18,9.280563676792241e-18,9.280563676792081e-18,9.280563676792081e-18,9.280563676792241e-18,9.280563676792241e-18
1.5457893235866055e-18,1.5457893235865947e-18,9.280475102504083e-18,9.280475102504083e-18,9.280475102504083e-18,9.280475102504092e-18,9.280475102504077e-18,9.280475102504077e-18,9.280475102504092e-18,9.280475102504092e-18,9.280475102504092e-18,9.280475102504077e-18,9.280475102504069e-18,9.280475102504092e-18,9.280475102504092e-18,9.280475102504092e-18,9.280475102504092e-18,9.280475102504069e-18,9.280475102504092e-18,9.280475102504092e-18,9.280475102504092e-18,9.280475102504092e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.28047510250411e-18,9.280475102504104e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.28047510250411e-18,9.280475102504104e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.28047510250411e-18,9.280475102504104e-18,9.280475102504069e-18,0.2999999999999989,9.280475102504069e-18,9.28047510250411e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504149e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504149e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504149e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504149e-18,9.280475102504069e-18,9.204809632223247e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504149e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504149e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504149e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504069e-18,9.280475102504149e-18,9.280475102504149e-18,9.280475102503983e-18,9.280475102503983e-18,9.280475102504149e-18,9.280475102504149e-18,9.280475102504149e-18,9.280475102503983e-18,9.280475102503983e-18,9.280475102504149e-18,9.280475102504149e-18,9.280475102504149e-18,9.280475102503983e-18,9.280475102503983e-18,9.280475102504149e-18,9.280475102504149e-18,9.280475102503983e-18,9.280475102503983e-18,9.280475102504149e-18,9.280475102504149e-18
1.5457893235164323e-18,1.5457893235164217e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083361e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,0.2999999999999989,9.280475102083347e-18,9.28047510208339e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102925046e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18
1.5457893235164323e-18,1.5457893235164217e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083361e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,0.2999999999999989,9.280475102083347e-18,9.28047510208339e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18
1.5457893235164323e-18,1.5457893235164217e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083361e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,0.2999999999999989,9.280475102083347e-18,9.28047510208339e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18
1.5457893235164323e-18,1.5457893235164217e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083361e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,0.2999999999999989,9.280475102083347e-18,9.28047510208339e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18
1.5457893235164323e-18,1.5457893235164217e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083361e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,0.2999999999999989,9.280475102083347e-18,9.28047510208339e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18
1.5457893235164323e-18,1.5457893235164217e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083361e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,0.2999999999999989,9.280475102083347e-18,9.28047510208339e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18
1.5457893235164323e-18,1.5457893235164217e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083361e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,0.2999999999999989,9.280475102083347e-18,9.28047510208339e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18
1.5457893235164323e-18,1.5457893235164217e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083363e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083361e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083361e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083372e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208339e-18,9.280475102083389e-18,9.280475102083347e-18,0.2999999999999989,9.280475102083347e-18,9.28047510208339e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.280475102083347e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18,9.280475102083264e-18,9.280475102083264e-18,9.28047510208343e-18,9.28047510208343e-18
