Time Step,Body 1 Position,Body 2 Position,Body 1 Velocity,Body 2 Velocity,Kinetic Energy 1,Kinetic Energy 2,Kinetic Energy 3,Potential Energy,Total Energy
2.9000000000000004,[-57.63885513   0.        ],[ 28.81942757 -49.91671279],[-22.45141519   0.        ],[ 11.22570759 -19.44349591],252.03302201105328,252.03302201105342,252.03302201105342,-1.1863286481830457,754.912737384977
3.0,[-59.88399665   0.        ],[ 29.94199833 -51.86106238],[-22.45072912   0.        ],[ 11.22536456 -19.44290175],252.01761900439624,252.0176190043964,252.0176190043964,-1.141851394624843,754.9110056185642
3.1,[-62.12906956   0.        ],[ 31.06453478 -53.80535256],[-22.45009353   0.        ],[ 11.22504676 -19.44235131],252.00334973107132,252.00334973107147,252.00334973107147,-1.1005898780183385,754.9094593151959
3.2,[-64.37407892   0.        ],[ 32.18703946 -55.74958769],[-22.44950304   0.        ],[ 11.22475152 -19.44183994],251.99009344544393,251.99009344544407,251.99009344544407,-1.062207432608296,754.9080729037238
3.3000000000000003,[-66.61902922   0.        ],[ 33.30951461 -57.69377168],[-22.44895303   0.        ],[ 11.22447651 -19.44136361],251.97774596165576,251.97774596165584,251.97774596165584,-1.0264128116574975,754.90682507331
3.4000000000000004,[-68.86392452   0.        ],[ 34.43196226 -59.63790804],[-22.44843945   0.        ],[ 11.22421973 -19.44091884],251.9662169087243,251.9662169087244,251.9662169087244,-0.992952777027583,754.9056979491455
3.5,[-71.10876847   0.        ],[ 35.55438423 -61.58199993],[-22.44795882   0.        ],[ 11.22397941 -19.4405026 ],251.95542751412057,251.95542751412066,251.95542751412066,-0.9616060939484514,754.9046764484134
3.6,[-73.35356435   0.        ],[ 36.67678218 -63.52605019],[-22.44750805   0.        ],[ 11.22375402 -19.44011222],251.94530880080814,251.94530880080828,251.94530880080828,-0.9321786296040893,754.9037477728207
3.7,[-75.59831516   0.        ],[ 37.79915758 -65.47006141],[-22.44708445   0.        ],[ 11.22354222 -19.43974537],251.9358001104714,251.9358001104715,251.9358001104715,-0.9044993258420141,754.9029010055724
3.8000000000000003,[-77.8430236   0.       ],[ 38.9215118  -67.41403595],[-22.44668563   0.        ],[ 11.22334282 -19.43939999],251.92684788609827,251.92684788609836,251.92684788609836,-0.8784168693657284,754.9021267889292
3.9000000000000004,[-80.08769216   0.        ],[ 40.04384608 -69.35797594],[-22.44630948   0.        ],[ 11.22315474 -19.43907423],251.91840466228751,251.9184046622876,251.9184046622876,-0.8537969224224765,754.9014170644402
4.0,[-82.33232311   0.        ],[ 41.16616156 -71.30188337],[-22.44595412   0.        ],[ 11.22297706 -19.43876648],251.91042822307244,251.9104282230726,251.9104282230726,-0.8305198069100528,754.9007648623076
4.1000000000000005,[-84.57691852   0.        ],[ 42.28845926 -73.24576002],[-22.44561788   0.        ],[ 11.22280894 -19.43847528],251.90288089570902,251.9028808957092,251.9028808957092,-0.8084785575849929,754.9001641295424
4.2,[-86.82148031   0.        ],[ 43.41074016 -75.18960754],[-22.44529924   0.        ],[ 11.22264962 -19.43819934],251.89572895548898,251.89572895548906,251.89572895548906,-0.7875772775116543,754.8996095889554
4.3,[-89.06601024   0.        ],[ 44.53300512 -77.13342748],[-22.44499686   0.        ],[ 11.22249843 -19.43793747],251.88894212173452,251.8889421217346,251.8889421217346,-0.7677297423850744,754.8990966228185
4.4,[-91.31050992   0.        ],[ 45.65525496 -79.07722122],[-22.44470954   0.        ],[ 11.22235477 -19.43768864],251.8824931290826,251.8824931290827,251.8824931290827,-0.7488582108655061,754.8986211763826
4.5,[-93.55498088   0.        ],[ 46.77749044 -81.02099009],[-22.44443616   0.        ],[ 11.22221808 -19.43745189],251.87635736125645,251.8763573612566,251.8763573612566,-0.7308924062969557,754.8981796774727
4.6000000000000005,[-95.79942449   0.        ],[ 47.89971225 -82.96473528],[-22.44417575   0.        ],[ 11.22208787 -19.43722637],251.87051253694926,251.87051253694943,251.87051253694943,-0.7137686416783997,754.8977689691698
4.7,[-98.04384207   0.        ],[ 49.02192103 -84.90845791],[-22.44392739   0.        ],[ 11.2219637  -19.43701128],251.86493843937018,251.86493843937026,251.86493843937026,-0.6974290649129589,754.8973862531977
4.800000000000001,[-100.28823481    0.        ],[ 50.1441174  -86.85215904],[-22.44369028   0.        ],[ 11.22184514 -19.43680594],251.85961668253148,251.85961668253157,251.85961668253157,-0.6818210054772873,754.8970290421173
4.9,[-102.53260383    0.        ],[ 51.26630192 -88.79583964],[-22.44346366   0.        ],[ 11.22173183 -19.43660968],251.85453050858317,251.85453050858325,251.85453050858325,-0.6668964069585841,754.8966951187911
5.0,[-104.7769502    0.       ],[ 52.3884751 -90.7395006],[-22.44324685   0.        ],[ 11.22162343 -19.43642192],251.84966461148636,251.84966461148645,251.84966461148645,-0.6526113325740331,754.8963825018852
5.1000000000000005,[-107.02127489    0.        ],[ 53.51063744 -92.6831428 ],[-22.44303923   0.        ],[ 11.22151962 -19.43624211],251.84500498311724,251.84500498311732,251.84500498311732,-0.6389255329509798,754.8960894164009
5.2,[-109.26557881    0.        ],[ 54.6327894  -94.62676701],[-22.44284023   0.        ],[ 11.22142011 -19.43606977],251.8405387785413,251.84053877854146,251.84053877854146,-0.6258020672093667,754.8958142684148
5.300000000000001,[-111.50986283    0.        ],[ 55.75493142 -96.57037398],[-22.44264932   0.        ],[ 11.22132466 -19.43590444],251.83625419772875,251.8362541977289,251.8362541977289,-0.6132069698315055,754.895555623355
5.4,[-113.75412776    0.        ],[ 56.87706388 -98.51396443],[-22.44246601   0.        ],[ 11.22123301 -19.43574569],251.83214038141628,251.83214038141645,251.83214038141645,-0.6011089569912806,754.8953121872579
5.5,[-115.99837436    0.        ],[  57.99918718 -100.457539  ],[-22.44228987   0.        ],[ 11.22114494 -19.43559315],251.82818731918096,251.82818731918118,251.82818731918118,-0.5894791669950528,754.8950827905483
5.6000000000000005,[-118.24260335    0.        ],[  59.12130168 -102.40109831],[-22.44212048   0.        ],[ 11.22106024 -19.43544645],251.82438576808622,251.82438576808647,251.82438576808647,-0.5782909302991144,754.8948663739601
5.7,[-120.4868154    0.       ],[  60.2434077  -104.34464296],[-22.44195745   0.        ],[ 11.22097873 -19.43530527],251.82072718050907,251.82072718050932,251.82072718050932,-0.5675195652448328,754.8946619762829
5.800000000000001,[-122.73101114    0.        ],[  61.36550557 -106.28817348],[-22.44180045   0.        ],[ 11.22090022 -19.43516929],251.81720363996155,251.8172036399618,251.8172036399618,-0.5571421962175047,754.8944687236677
5.9,[-124.97519119    0.        ],[  62.48759559 -108.23169041],[-22.44164913   0.        ],[ 11.22082456 -19.43503825],251.81380780389202,251.81380780389225,251.81380780389225,-0.5471375914084717,754.894285820268
6.0,[-127.2193561    0.       ],[  63.60967805 -110.17519424],[-22.4415032   0.       ],[ 11.2207516  -19.43491187],251.81053285259642,251.81053285259668,251.81053285259668,-0.537486017758352,754.8941125400314
6.1000000000000005,[-129.46350642    0.        ],[  64.73175321 -112.11868542],[-22.44136237   0.        ],[ 11.22068118 -19.43478991],251.80737244349203,251.80737244349228,251.80737244349228,-0.5281691109953487,754.8939482194812
6.2,[-131.70764266    0.        ],[  65.85382133 -114.06216441],[-22.44122638   0.        ],[ 11.22061319 -19.43467214],251.80432067010662,251.80432067010688,251.80432067010688,-0.5191697589671365,754.8937922513533
6.300000000000001,[-133.9517653    0.       ],[  66.97588265 -116.00563163],[-22.44109498   0.        ],[ 11.22054749 -19.43455834],251.80137202522764,251.80137202522795,251.80137202522795,-0.510471996706429,754.8936440789771
6.4,[-136.19587479    0.        ],[  68.0979374  -117.94908746],[-22.44096795   0.        ],[ 11.22048398 -19.43444833],251.798521367725,251.79852136772524,251.79852136772524,-0.5020609118760803,754.8935031912994
6.5,[-138.43997159    0.        ],[  69.2199858 -119.8925323],[-22.44084508   0.        ],[ 11.22042254 -19.43434192],251.79576389262877,251.79576389262908,251.79576389262908,-0.49392255941528784,754.8933691184717
6.6000000000000005,[-140.6840561    0.       ],[  70.34202805 -121.83596649],[-22.44072615   0.        ],[ 11.22036308 -19.43423893],251.79309510409445,251.79309510409476,251.79309510409476,-0.4860438843589377,754.893241427925
6.7,[-142.92812871    0.        ],[  71.46406436 -123.77939038],[-22.44061099   0.        ],[ 11.22030549 -19.43413919],251.79051079093628,251.79051079093654,251.79051079093654,-0.47841265193132454,754.8931197208781
6.800000000000001,[-145.17218981    0.        ],[  72.58609491 -125.7228043 ],[-22.44049942   0.        ],[ 11.22024971 -19.43404257],251.78800700444776,251.788007004448,251.788007004448,-0.47101738412669153,754.8930036292171
6.9,[-147.41623975    0.        ],[  73.70811988 -127.66620856],[-22.44039126   0.        ],[ 11.22019563 -19.43394891],251.78558003826456,251.7855800382648,251.7855800382648,-0.46384730208500113,754.8928928127092
7.0,[-149.66027888    0.        ],[  74.83013944 -129.60960345],[-22.44028638   0.        ],[ 11.22014319 -19.43385807],251.78322641005332,251.78322641005354,251.78322641005354,-0.4568922736543495,754.892786956506
7.1000000000000005,[-151.90430752    0.        ],[  75.95215376 -131.55298925],[-22.44018462   0.        ],[ 11.22009231 -19.43376994],251.78094284483586,251.7809428448361,251.7809428448361,-0.4501427656034051,754.8926857689046
7.2,[-154.14832598    0.        ],[  77.07416299 -133.49636625],[-22.44008584   0.        ],[ 11.22004292 -19.4336844 ],251.77872625978142,251.77872625978165,251.77872625978165,-0.44358980000978165,754.8925889793348
7.300000000000001,[-156.39233456    0.        ],[  78.19616728 -135.43973469],[-22.43998992   0.        ],[ 11.21999496 -19.43360133],251.77657375031762,251.77657375031794,251.77657375031794,-0.4372249144047001,754.8924963365488
7.4,[-158.63633356    0.        ],[  79.31816678 -137.38309482],[-22.43989673   0.        ],[ 11.21994836 -19.43352062],251.7744825774295,251.77448257742975,251.77448257742975,-0.43104012530181696,754.8924076069871
7.5,[-160.88032323    0.        ],[  80.44016161 -139.32644688],[-22.43980616   0.        ],[ 11.21990308 -19.43344219],251.77245015602887,251.7724501560291,251.7724501560291,-0.4250278947796336,754.8923225733074
7.6000000000000005,[-163.12430384    0.        ],[  81.56215192 -141.2697911 ],[-22.43971809   0.        ],[ 11.21985905 -19.43336592],251.77047404429075,251.7704740442909,251.7704740442909,-0.4191810998233074,754.8922410330493
7.7,[-165.36827565    0.        ],[  82.68413783 -143.2131277 ],[-22.43963244   0.        ],[ 11.21981622 -19.43329174],251.76855193386422,251.7685519338644,251.7685519338644,-0.41349300416363244,754.8921627974294
7.800000000000001,[-167.6122389    0.       ],[  83.80611945 -145.15645687],[-22.43954909   0.        ],[ 11.21977454 -19.43321956],251.76668164087525,251.76668164087542,251.76668164087542,-0.40795723237906034,754.892087690247
7.9,[-169.85619381    0.        ],[  84.9280969  -147.09977883],[-22.43946796   0.        ],[ 11.21973398 -19.4331493 ],251.76486109764738,251.7648610976476,251.7648610976476,-0.4025677460513872,754.8920155468912
8.0,[-172.1001406    0.       ],[  86.0500703  -149.04309376],[-22.43938896   0.        ],[ 11.21969448 -19.43308088],251.7630883450748,251.76308834507503,251.76308834507503,-0.39731882178758304,754.8919462134372
8.1,[-174.3440795    0.       ],[  87.17203975 -150.98640184],[-22.439312   0.      ],[ 11.219656   -19.43301424],251.76136152558811,251.76136152558828,251.76136152558828,-0.39220503093955894,754.8918795458252
8.200000000000001,[-176.5880107    0.       ],[  88.29400535 -152.92970327],[-22.43923701   0.        ],[ 11.21961851 -19.4329493 ],251.75967887666047,251.75967887666062,251.75967887666062,-0.3872212208707727,754.8918154091109
8.3,[-178.8319344    0.       ],[  89.4159672 -154.8729982],[-22.43916392   0.        ],[ 11.21958196 -19.43288599],251.75803872480535,251.75803872480552,251.75803872480552,-0.38236249763375024,754.8917536767826
8.4,[-181.07585079    0.        ],[  90.5379254 -156.8162868],[-22.43909265   0.        ],[ 11.21954633 -19.43282427],251.75643948002377,251.75643948002394,251.75643948002394,-0.3776242099360815,754.8916942301355
8.5,[-183.31976006    0.        ],[  91.65988003 -158.75956922],[-22.43902314   0.        ],[ 11.21951157 -19.43276407],251.75487963066206,251.75487963066215,251.75487963066215,-0.37300193428444145,754.891636957702
8.6,[-185.56366237    0.        ],[  92.78183118 -160.70284563],[-22.43895531   0.        ],[ 11.21947766 -19.43270533],251.75335773864464,251.7533577386448,251.7533577386448,-0.36849146120688187,754.8915817547273
8.700000000000001,[-187.8075579    0.       ],[  93.90377895 -162.64611616],[-22.43888912   0.        ],[ 11.21944456 -19.43264801],251.75187243505135,251.7518724350516,251.7518724350516,-0.3640887824631735,754.8915285226914
8.8,[-190.05144681    0.        ],[  95.02572341 -164.58938096],[-22.4388245   0.       ],[ 11.21941225 -19.43259205],251.75042241600946,251.75042241600963,251.75042241600963,-0.35979007916150707,754.8914771688673
8.9,[-192.29532926    0.        ],[  96.14766463 -166.53264017],[-22.43876139   0.        ],[ 11.2193807 -19.4325374],251.74900643887528,251.74900643887545,251.74900643887545,-0.3555917107074892,754.8914276059187
9.0,[-194.5392054    0.       ],[  97.2696027  -168.47589391],[-22.43869975   0.        ],[ 11.21934988 -19.43248401],251.74762331868175,251.74762331868192,251.74762331868192,-0.3514902045182069,754.8913797515273
9.1,[-196.78307538    0.        ],[  98.39153769 -170.41914231],[-22.43863953   0.        ],[ 11.21931976 -19.43243186],251.74627192483032,251.7462719248305,251.7462719248305,-0.3474822464402698,754.8913335280511
9.200000000000001,[-199.02693933    0.        ],[  99.51346966 -172.3623855 ],[-22.43858067   0.        ],[ 11.21929033 -19.43238088],251.74495117800822,251.74495117800828,251.74495117800828,-0.34356467181625133,754.8912888622085
9.3,[-201.2707974    0.       ],[ 100.6353987  -174.30562358],[-22.43852313   0.        ],[ 11.21926156 -19.43233105],251.7436600473126,251.7436600473127,251.7436600473127,-0.339734457148908,754.891245684789
9.4,[-203.51464971    0.        ],[ 101.75732485 -176.24885669],[-22.43846686   0.        ],[ 11.21923343 -19.43228232],251.7423975475669,251.74239754756698,251.74239754756698,-0.3359887123170254,754.8912039303839
9.5,[-205.75849639    0.        ],[ 102.8792482  -178.19208492],[-22.43841183   0.        ],[ 11.21920592 -19.43223467],251.74116273681284,251.74116273681284,251.74116273681284,-0.3323246733007645,754.8911635371378
9.600000000000001,[-208.00233758    0.        ],[ 104.00116879 -180.13530839],[-22.43835799   0.        ],[ 11.219179   -19.43218804],251.7399547139663,251.73995471396637,251.73995471396637,-0.32873969537802034,754.8911244465211
9.700000000000001,[-210.24617338    0.        ],[ 105.12308669 -182.07852719],[-22.43830531   0.        ],[ 11.21915266 -19.43214242],251.73877261662423,251.73877261662423,251.73877261662423,-0.3252312467565931,754.891086603116
9.8,[-212.49000391    0.        ],[ 106.24500195 -184.02174143],[-22.43825375   0.        ],[ 11.21912687 -19.43209776],251.73761561901054,251.73761561901054,251.73761561901054,-0.3217969026099445,754.8910499544218
9.9,[-214.73382928    0.        ],[ 107.36691464 -185.96495121],[-22.43820327   0.        ],[ 11.21910163 -19.43205404],251.7364829300525,251.73648293005257,251.73648293005257,-0.3184343394870097,754.8910144506707
10.0,[-216.97764961    0.        ],[ 108.4888248  -187.90815662],[-22.43815384   0.        ],[ 11.21907692 -19.43201124],251.73537379157622,251.73537379157622,251.73537379157622,-0.31514133006897715,754.8909800446597
10.100000000000001,[-219.22146499    0.        ],[ 109.6107325  -189.85135774],[-22.43810542   0.        ],[ 11.21905271 -19.43196931],251.73428747661424,251.73428747661424,251.73428747661424,-0.3119157382481679,754.8909466915945
10.200000000000001,[-221.46527554    0.        ],[ 110.73263777 -191.79455467],[-22.43805799   0.        ],[ 11.219029   -19.43192824],251.73322328781603,251.73322328781603,251.73322328781603,-0.3087555145061638,754.8909143489419
10.3,[-223.70908133    0.        ],[ 111.85454067 -193.73774749],[-22.43801152   0.        ],[ 11.21900576 -19.43188799],251.73218055595515,251.73218055595524,251.73218055595524,-0.3056586915701659,754.8908829762954
10.4,[-225.95288249    0.        ],[ 112.97644124 -195.68093629],[-22.43796598   0.        ],[ 11.21898299 -19.43184855],251.7311586385253,251.7311586385254,251.7311586385254,-0.30262338032823694,754.8908525352479
10.5,[-228.19667909    0.        ],[ 114.09833954 -197.62412115],[-22.43792134   0.        ],[ 11.21896067 -19.43180988],251.73015691842002,251.73015691842002,251.73015691842002,-0.2996477659856024,754.8908229892745
10.600000000000001,[-230.44047122    0.        ],[ 115.22023561 -199.56730214],[-22.43787756   0.        ],[ 11.21893878 -19.43177198],251.72917480268978,251.72917480268984,251.72917480268984,-0.2967301044455751,754.8907943036239
10.700000000000001,[-232.68425898    0.        ],[ 116.34212949 -201.51047933],[-22.43783464   0.        ],[ 11.21891732 -19.43173481],251.72821172137137,251.72821172137137,251.72821172137137,-0.2938687188999354,754.8907664452141
10.8,[-234.92804244    0.        ],[ 117.46402122 -203.45365281],[-22.43779254   0.        ],[ 11.21889627 -19.43169835],251.72726712638462,251.72726712638462,251.72726712638462,-0.2910619966147593,754.8907393825391
10.9,[-237.17182169    0.        ],[ 118.58591085 -205.39682265],[-22.43775125   0.        ],[ 11.21887562 -19.43166258],251.72634049049228,251.72634049049228,251.72634049049228,-0.28830838589874724,754.8907130855781
11.0,[-239.41559682    0.        ],[ 119.70779841 -207.33998891],[-22.43771073   0.        ],[ 11.21885536 -19.43162749],251.72543130631837,251.72543130631837,251.72543130631837,-0.28560639324207626,754.890687525713
11.100000000000001,[-241.65936789    0.        ],[ 120.82968395 -209.28315166],[-22.43767096   0.        ],[ 11.21883548 -19.43159305],251.72453908542164,251.72453908542158,251.72453908542158,-0.28295458061468987,754.8906626756501
11.200000000000001,[-243.90313499    0.        ],[ 121.95156749 -211.22631096],[-22.43763193   0.        ],[ 11.21881597 -19.43155925],251.72366335742066,251.72366335742058,251.72366335742058,-0.2803515629137554,754.890638509348
11.3,[-246.14689818    0.        ],[ 123.07344909 -213.16946689],[-22.43759362   0.        ],[ 11.21879681 -19.43152607],251.7228036691665,251.7228036691664,251.7228036691664,-0.2777960055507663,754.8906150019486
11.4,[-248.39065754    0.        ],[ 124.19532877 -215.11261949],[-22.437556   0.      ],[ 11.218778   -19.43149349],251.72195958396077,251.72195958396068,251.72195958396068,-0.27528662216945887,754.8905921297127
11.5,[-250.63441314    0.        ],[ 125.31720657 -217.05576884],[-22.43751906   0.        ],[ 11.21875953 -19.4314615 ],251.72113068081597,251.7211306808159,251.7211306808159,-0.2728221724863413,754.8905698699614
11.600000000000001,[-252.87816505    0.        ],[ 126.43908252 -218.99891499],[-22.43748277   0.        ],[ 11.21874139 -19.43143008],251.720316553755,251.72031655375494,251.72031655375494,-0.2704014602462178,754.8905482010186
11.700000000000001,[-255.12191332    0.        ],[ 127.56095666 -220.942058  ],[-22.43744713   0.        ],[ 11.21872356 -19.43139921],251.7195168111483,251.71951681114822,251.71951681114822,-0.26802333128562755,754.8905271021591
11.8,[-257.36565804    0.        ],[ 128.68282902 -222.88519792],[-22.43741211   0.        ],[ 11.21870605 -19.43136888],251.71873107508543,251.71873107508534,251.71873107508534,-0.2656866716976085,754.8905065535585
11.9,[-259.60939925    0.        ],[ 129.80469962 -224.82833481],[-22.4373777   0.       ],[ 11.21868885 -19.43133908],251.7179589807795,251.71795898077946,251.71795898077946,-0.263390406091656,754.8904865362468
12.0,[-261.85313702    0.        ],[ 130.92656851 -226.77146872],[-22.43734388   0.        ],[ 11.21867194 -19.43130979],251.71720017600245,251.7172001760023,251.7172001760023,-0.26113349594316404,754.890467032064
12.100000000000001,[-264.09687141    0.        ],[ 132.0484357 -228.7145997],[-22.43731064   0.        ],[ 11.21865532 -19.431281  ],251.7164543205491,251.71645432054902,251.71645432054902,-0.2589149380270263,754.8904480236201
12.200000000000001,[-266.34060247    0.        ],[ 133.17030123 -230.6577278 ],[-22.43727796   0.        ],[ 11.21863898 -19.4312527 ],251.7157210857287,251.7157210857286,251.7157210857286,-0.2567337629304315,754.8904294942554
12.3,[-268.58433027    0.        ],[ 134.29216513 -232.60085307],[-22.43724583   0.        ],[ 11.21862291 -19.43122488],251.71500015388153,251.7150001538814,251.7150001538814,-0.2545890336402226,754.8904114280042
12.4,[-270.82805485    0.        ],[ 135.41402742 -234.54397556],[-22.43721423   0.        ],[ 11.21860712 -19.43119751],251.71429121792025,251.7142912179201,251.7142912179201,-0.252479844200493,754.89039380956
12.5,[-273.07177627    0.        ],[ 136.53588814 -236.48709531],[-22.43718316   0.        ],[ 11.21859158 -19.4311706 ],251.71359398089365,251.71359398089356,251.71359398089356,-0.25040531843637914,754.8903766242445
12.600000000000001,[-275.31549459    0.        ],[ 137.65774729 -238.43021237],[-22.43715259   0.        ],[ 11.21857629 -19.43114413],251.7129081555717,251.71290815557163,251.71290815557163,-0.2483646087402727,754.8903598579747
12.700000000000001,[-277.55920985    0.        ],[ 138.77960492 -240.37332678],[-22.43712252   0.        ],[ 11.21856126 -19.43111809],251.7122334640512,251.71223346405105,251.71223346405105,-0.24635689491691876,754.8903434972362
12.8,[-279.8029221    0.       ],[ 139.90146105 -242.31643859],[-22.43709293   0.        ],[ 11.21854647 -19.43109247],251.71156963737997,251.7115696373798,251.7115696373798,-0.24438138308409396,754.8903275290554
12.9,[-282.04663139    0.        ],[ 141.0233157  -244.25954784],[-22.43706382   0.        ],[ 11.21853191 -19.43106725],251.71091641519953,251.7109164151994,251.7109164151994,-0.24243730462576835,754.8903119409724
13.0,[-284.29033777    0.        ],[ 142.14516889 -246.20265456],[-22.43703517   0.        ],[ 11.21851758 -19.43104244],251.71027354540453,251.7102735454044,251.7102735454044,-0.24052391519485122,754.8902967210183
