Day,Remaining Pool (Qube),Daily Ticket Sales,Daily Rewards Paid,Qube Price ($),Penalty Contributions
104,15605593.209930627,100000,9104.521191892041,13.494367256762152,910.4521191892042
105,15601764.01779403,100000,9099.60475044842,14.204661601712242,909.960475044842
106,15597934.825657435,100000,9094.690963883177,14.959610023210624,909.4690963883177
107,15594105.633520838,100000,9089.779830762682,15.762331244143745,908.9779830762682
108,15590276.441384243,100000,9084.871349654068,16.616180801010835,908.4871349654068
109,15586447.249247646,100000,9079.965519125255,17.524770291145234,907.9965519125255
110,15582618.057111051,100000,9075.062337744928,18.49198827811692,907.5062337744929
111,15578788.864974456,100000,9070.161804082547,19.52202300562895,907.0161804082547
112,15574959.672837859,100000,9065.263916708342,20.61938708447854,906.5263916708342
113,15571130.480701264,100000,9060.36867419332,21.78894433282039,906.036867419332
114,15567301.288564667,100000,9055.476075109256,23.035938967190337,905.5476075109257
115,15563472.096428072,100000,9050.586118028696,24.366027360681112,905.0586118028696
116,15559642.904291475,100000,9045.69880152496,25.785312605486126,904.5698801524961
117,15555813.71215488,100000,9040.814124172137,27.30038213993716,904.0814124172138
118,15551984.520018283,100000,9035.932084545084,28.91834872537489,903.5932084545084
119,15548155.327881688,100000,9031.05268121943,30.646895085946937,903.105268121943
120,15544326.135745093,100000,9026.17591277157,32.49432255499287,902.6175912771571
121,15540496.943608496,100000,9021.301777778675,34.46960410534397,902.1301777778676
122,15536667.751471901,100000,9016.430274818675,36.58244217796413,901.6430274818675
123,15532838.559335304,100000,9011.561402470274,38.84333176424961,901.1561402470275
124,15529009.36719871,100000,9006.69515931294,41.263629242390856,900.669515931294
125,15525180.175062113,100000,9001.831543926912,43.85562751792544,900.1831543926912
126,15521350.982925517,100000,5997.980369928795,46.625239927419784,599.7980369928795
127,15517521.79078892,100000,5995.82109699562,49.58548659947853,599.582109699562
128,15513692.598652326,100000,5993.6626014007015,52.7503974052113,599.3662601400702
129,15509863.406515729,100000,5991.504882864197,56.13509417113435,599.1504882864197
130,15506034.214379134,100000,5989.347941106366,59.755879880105525,598.9347941106366
131,15502205.022242539,100000,5987.191775847568,63.63033547768366,598.7191775847568
132,15498375.830105942,100000,5985.036386808263,67.77742495780114,598.5036386808264
133,15494546.637969347,100000,5982.881773709012,72.21760946347773,598.2881773709013
134,15490717.44583275,100000,5980.727936270478,76.97297120600152,598.0727936270478
135,15486888.253696155,100000,5978.57487421342,82.06734808013408,597.8574874213421
136,15483059.061559558,100000,5976.422587258704,87.52647993408875,597.6422587258704
137,15479229.869422963,100000,5974.271075127291,93.37816754197759,597.4271075127291
138,15475400.677286366,100000,5972.120337540245,99.65244542388656,597.2120337540244
139,15471571.485149771,100000,5969.97037421873,106.38176976555938,596.9970374218731
140,15467742.293013174,100000,5967.821184884011,113.60122280677294,596.7821184884011
141,15463913.100876579,100000,5965.672769257453,121.34873519589107,596.5672769257453
142,15460083.908739984,100000,5963.5251270605195,129.66532794891063,596.3525127060519
143,15456254.716603387,100000,5961.378258014778,138.59537580580178,596.1378258014778
144,15452425.524466792,100000,5959.232161841893,148.1868939464562,595.9232161841893
145,15448596.332330195,100000,5957.08683826363,158.49185021459817,595.708683826363
146,15444767.1401936,100000,5954.942287001854,169.56650520224028,595.4942287001854
147,15440937.948057003,100000,5952.798507778534,181.47178277150752,595.2798507778534
148,15437108.755920408,100000,5950.655500315734,194.27367383692993,595.0655500315734
149,15433279.563783813,100000,5948.51326433562,208.04367650184008,594.851326433562
150,15429450.371647216,100000,5946.371799560459,222.85927593976595,594.637179956046
151,15425621.179510621,100000,5944.231105712617,238.80446773839716,594.4231105712618
152,15421791.987374024,100000,5942.09118251456,255.9703287828164,594.2091182514561
153,15417962.79523743,100000,5939.952029688855,274.4556401495428,593.9952029688856
154,15414133.603100833,100000,5937.813646958168,294.36756691718057,593.7813646958168
155,15410304.410964238,100000,5935.676034045264,315.8224002771502,593.5676034045264
156,15406475.21882764,100000,5933.539190673007,338.94636785356187,593.3539190673008
157,15402646.026691046,100000,5931.403116564365,363.87651871971127,593.1403116564364
158,15398816.834554449,100000,5929.267811442402,390.7616902353945,592.9267811442402
159,15394987.642417854,100000,5927.133275030282,419.7635645302837,592.7133275030282
160,15391158.450281259,100000,5924.9995070512705,451.05782323066677,592.499950705127
161,15387329.258144662,100000,5922.866507228733,484.8354098773083,592.2866507228733
162,15383500.066008067,100000,5920.7342752861305,521.3039104192273,592.073427528613
163,15379670.87387147,100000,5918.602810947027,560.6890632008495,591.8602810947027
164,15375841.681734875,100000,5916.472113935086,603.2364109983105,591.6472113935087
165,15372012.489598278,100000,5914.3421839740695,649.2131089157562,591.434218397407
166,15368183.297461683,100000,5912.213020787839,698.9099033366061,591.2213020787839
167,15364354.105325086,100000,5910.084624100355,752.6432986515343,591.0084624100355
168,15360524.913188491,100000,5907.956993635678,810.7579301694802,590.7956993635679
169,15356695.721051894,100000,5905.8301291179705,873.6291634770653,590.583012911797
170,15352866.5289153,100000,5903.704030271488,941.6659425639053,590.3704030271488
171,15349037.336778704,100000,5901.57869682059,1015.3139112970595,590.1578696820591
172,15345208.144642107,100000,5899.454128489734,1095.0588353300502,589.9454128489734
173,15341378.952505512,100000,5897.330325003478,1181.4303542958687,589.7330325003478
174,15337549.760368915,100000,5895.207286086476,1275.0060971872094,589.5207286086477
175,15333720.56823232,100000,5893.085011463485,1376.4161972020765,589.3085011463485
176,15329891.376095723,100000,5890.963500859359,1486.3482460634696,589.0963500859359
177,15326062.183959128,100000,5888.84275399905,1605.5527319465473,588.884275399905
178,15322232.991822531,100000,5886.72277060761,1734.849009708183,588.6722770607611
179,15318403.799685936,100000,5884.603550410192,1875.1318571596044,588.4603550410192
180,15314574.607549341,100000,5882.485093132043,2027.3786767055658,588.2485093132044
181,15310745.415412745,100000,5880.367398498517,2192.657407851834,588.0367398498518
182,15306916.22327615,100000,5878.250466235058,2372.1352229217937,587.8250466235058
183,15303087.031139553,100000,5876.134296067213,2567.08808589515,587.6134296067213
184,15299257.839002958,100000,5874.018887720628,2778.9112626675455,587.4018887720629
185,15295428.64686636,100000,5871.904240921049,3009.130880319059,587.1904240921049
186,15291599.454729766,100000,5869.790355394318,3259.416643271706,586.9790355394318
187,15287770.262593169,100000,5867.677230866376,3531.595825622194,586.7677230866376
188,15283941.070456574,100000,5865.5648670632645,3827.6686715798523,586.5564867063265
189,15280111.878319979,100000,5863.453263711122,4149.825349958395,586.3453263711123
190,15276282.686183382,100000,5861.342420536186,4500.464624217195,586.1342420536187
191,15272453.494046787,100000,5859.232337264793,4882.2144167936995,585.9232337264793
192,15268624.30191019,100000,5857.123013623378,5297.954465603693,585.7123013623378
193,15264795.109773595,100000,5855.014449338474,5750.841291822134,585.5014449338474
194,15260965.917636998,100000,5852.906644136711,6244.335721630635,585.2906644136712
195,15257136.725500403,100000,5850.799597744823,6782.233230791589,585.0799597744823
196,15253307.533363806,100000,5848.693309889634,7368.697409977299,584.8693309889635
197,15249478.341227211,100000,5846.587780298074,8008.296881072857,584.6587780298074
198,15245649.149090614,100000,5844.483008697167,8706.046030549649,584.4483008697167
199,15241819.95695402,100000,5842.378994814036,9467.449965880087,584.2378994814036
200,15237990.764817424,100000,5840.2757383759035,10298.554145289105,584.0275738375904
201,15234161.572680827,100000,5838.173239110089,11205.99918042249,583.8173239110089
202,15230332.380544232,100000,5836.071496744009,12197.081366324197,583.607149674401
203,15226503.188407635,100000,5833.970511005181,13279.819554088706,583.3970511005181
204,15222673.99627104,100000,5831.870281621219,14463.02904939909,583.1870281621219
205,15218844.804134443,100000,5829.770808319835,15756.40329566852,582.9770808319835
206,15215015.611997848,100000,5827.67209082884,17170.604184558088,582.767209082884
207,15211186.419861251,100000,5825.574128876142,18717.361930236693,582.5574128876142
208,15207357.227724656,100000,5823.476922189746,20409.585547986182,582.3476922189747
209,15203528.03558806,100000,5821.380470497757,22261.485093875363,582.1380470497758
210,15199698.843451465,100000,5819.284773528379,24288.706951614724,581.928477352838
211,15195869.65131487,100000,5817.189831009909,26508.483596910482,581.7189831009908
212,15192040.459178273,100000,5815.095642670745,28939.799430396266,581.5095642670746
213,15188211.267041678,100000,5813.002208239384,31603.574449476877,581.3002208239385
214,15184382.07490508,100000,5810.909527444419,34522.86772934578,581.0909527444419
215,15180552.882768486,100000,5808.817600014539,37723.10290647331,580.8817600014539
216,15176723.690631889,100000,5806.726425678533,41232.318106736115,580.6726425678534
217,15172894.498495294,100000,5804.636004165288,45081.44303812872,580.4636004165288
218,15169065.306358697,100000,5802.546335203789,49304.60627809478,580.2546335203789
219,15165236.114222102,100000,5800.457418523115,53939.47613178252,580.0457418523115
220,15161406.922085507,100000,5798.369253852447,59027.638824276604,579.8369253852447
221,15157577.72994891,100000,5796.2818409210595,64615.01822192341,579.6281840921059
222,15153748.537812315,100000,5794.195179458328,70752.34176067123,579.4195179458328
223,15149919.345675718,100000,5792.109269193723,77495.65779898067,579.2109269193724
224,15146090.153539123,100000,5790.024109856813,84906.91021615389,579.0024109856813
225,15142260.961402526,100000,5787.939701177264,93054.57675155552,578.7939701177264
226,15138431.769265931,100000,5785.8560428848405,102014.37833476717,578.5856042884841
227,15134602.577129334,100000,5783.773134709401,111870.06750090446,578.3773134709402
228,15130773.38499274,100000,5781.690976380905,122714.30493000033,578.1690976380905
229,15126944.192856144,100000,5779.609567629409,134649.63420673294,577.9609567629409
230,15123115.000719547,100000,5777.528908185062,147789.56608058064,577.7528908185062
231,15119285.808582952,100000,5775.448997778116,162259.7848321483,577.5448997778116
232,15115456.616446355,100000,5773.369836138915,178199.49083628674,577.3369836138916
233,15111627.42430976,100000,5771.291422997905,195762.89507623622,577.1291422997905
234,15107798.232173163,100000,5769.213758085625,215120.88322732248,576.9213758085625
235,15103969.040036568,100000,5767.136841132715,236462.86901843318,576.7136841132715
236,15100139.847899972,100000,5765.060671869907,259998.85892240677,576.5060671869908
237,15096310.655763377,100000,5762.985250028034,285961.7528538897,576.2985250028034
238,15092481.46362678,100000,5760.9105753380245,314609.90850041155,576.0910575338024
239,15088652.271490185,100000,5758.836647530902,346230.0002190974,575.8836647530902
240,15084823.07935359,100000,5756.763466337791,381140.2071423215,575.6763466337792
241,15080993.887216993,100000,5754.6910314899105,419693.7693010989,575.469103148991
242,15077164.695080398,100000,5752.6193427185735,462282.9552519384,575.2619342718574
243,15073335.5029438,100000,5750.548399755195,509343.48994527437,575.0548399755195
244,15069506.310807206,100000,5748.478202331283,561359.4974736815,574.8478202331283
245,15065677.118670609,100000,5746.408750178443,618869.0199673072,574.6408750178443
246,15061847.926534014,100000,5744.340043028379,682470.1813542194,574.4340043028379
247,15058018.734397417,100000,5742.272080612889,752828.073078348,574.2272080612889
248,15054189.542260822,100000,5740.204862663868,830682.4482844298,574.0204862663868
249,15050360.350124227,100000,5738.138388913309,916856.321569953,573.813838891331
250,15046531.15798763,100000,5736.072659093301,1012265.5833177165,573.6072659093301
251,15042701.965851035,100000,5734.007672936027,1117929.7510277764,573.4007672936027
252,15038872.773714438,100000,5731.94343017377,1234983.9951545508,573.194343017377
253,15035043.581577843,100000,5729.8799305389075,1364692.5939388196,572.9879930538908
254,15031214.389441246,100000,5727.817173763913,1508463.9908483168,572.7817173763914
255,15027385.197304651,100000,5725.755159581358,1667867.6497794266,572.5755159581358
256,15023556.005168054,100000,5723.693887723909,1844652.9274368505,572.369388772391
257,15019726.81303146,100000,5721.633357924329,2040770.2096494788,572.1633357924329
258,15015897.620894864,100000,5719.573569915476,2258394.5891966443,571.9573569915476
259,15012068.428758267,100000,5717.514523430306,2499952.3974593165,571.7514523430307
260,15008239.236621672,100000,5715.456218201872,2768150.941384816,571.5456218201872
261,15004410.044485075,100000,5713.398653963319,3066011.841437631,571.3398653963319
262,15000580.85234848,100000,5711.341830447892,3396908.416055644,571.1341830447892
263,14996751.660211883,100000,5709.285747388931,3764607.6143796933,570.9285747388931
264,14992922.468075288,100000,5707.230404519872,4173317.0625123293,570.7230404519872
265,14989093.275938692,100000,5705.175801574244,4627737.860237784,570.5175801574245
266,14985264.083802097,100000,5703.121938285678,5133123.846074975,570.3121938285678
267,14981434.8916655,100000,5701.068814387894,5695348.139958019,570.1068814387894
268,14977605.699528905,100000,5699.016429614715,6320977.876126595,569.9016429614716
269,14973776.50739231,100000,5696.964783700054,7017358.155529566,569.6964783700054
270,14969947.315255713,100000,5694.913876377922,7792706.37897814,569.4913876377922
271,14966118.123119118,100000,5692.863707382426,8656218.271447781,569.2863707382426
272,14962288.93098252,100000,5690.814276447768,9618187.076611789,569.0814276447768
273,14958459.738845926,100000,5688.765583308247,10690137.591494234,568.8765583308248
274,14954630.546709329,100000,5686.7176276982555,11884976.927008504,568.6717627698256
275,14950801.354572734,100000,5684.670409352285,13217164.124453746,568.4670409352285
276,14946972.162436137,100000,5682.6239280049185,14702901.03458437,568.2623928004919
277,14943142.970299542,100000,5680.578183390837,16360347.178976763,568.0578183390837
278,14939313.778162945,100000,5678.5331752448155,18209861.66801207,567.8533175244816
279,14935484.58602635,100000,5676.488903301728,20274275.65146759,567.6488903301728
280,14931655.393889755,100000,5674.445367296539,22579199.23282162,567.4445367296539
281,14927826.201753158,100000,5672.4025669643115,25153367.29416071,567.2402566964312
282,14923997.009616563,100000,5670.360502040205,28029029.263262752,567.0360502040205
283,14920167.817479966,100000,5668.319172259471,31242388.51737691,566.8319172259471
284,14916338.625343371,100000,5666.278577357458,34834097.87008863,566.6278577357458
285,14912509.433206774,100000,5664.238717069608,38849818.44057582,566.4238717069609
286,14908680.24107018,100000,5662.199591131463,43340850.17234419,566.2199591131464
287,14904851.048933584,100000,5660.161199278657,48364843.36690775,566.0161199278657
288,14901021.856796987,100000,5658.123541246915,53986601.84477735,565.8123541246915
289,14897192.66466039,100000,5656.086616772067,60278989.76195739,565.6086616772067
290,14893363.472523795,100000,5654.05042559003,67323955.71820326,565.4050425590029
291,14889534.2803872,100000,5652.014967436816,75213689.62009415,565.2014967436816
292,14885705.088250604,100000,5649.980242048539,84051929.83778195,564.998024204854
293,14881875.896114009,100000,5647.946249161402,93955440.553594,564.7946249161403
294,14878046.703977412,100000,5645.912988511704,105055681.88286035,564.5912988511703
295,14874217.511840817,100000,5643.880459835839,117500698.39732334,564.388045983584
296,14870388.31970422,100000,5641.8486628702985,131457255.15053189,564.1848662870299
297,14866559.127567625,100000,5639.8175973516645,147113254.25125217,563.9817597351665
298,14862729.93543103,100000,5637.7872630166175,164680469.5219636,563.7787263016618
299,14858900.743294433,100000,5635.757659601932,184397641.89127868,563.5757659601932
300,14855071.551157838,100000,5633.7287868444755,206533983.98881835,563.3728786844475
301,14851242.35902124,100000,5631.7006444812105,231393149.03831872,563.170064448121
302,14847413.166884646,100000,5629.673232249197,259317726.69341004,562.9673232249197
303,14843583.974748049,100000,5627.646549885587,290694337.0607638,562.7646549885587
304,14839754.782611454,100000,5625.620597127629,325959403.9559994,562.5620597127629
305,14835925.590474857,100000,5623.595373712662,365605699.60910857,562.3595373712662
306,14832096.398338262,100000,5621.570879378126,410189765.7729518,562.1570879378127
307,14828267.206201665,100000,5619.547113861549,460340330.71344143,561.9547113861549
308,14824438.01406507,100000,5617.5240769005595,516767858.1284084,561.752407690056
309,14820608.821928475,100000,5615.501768232875,580275382.9458165,561.5501768232875
310,14816779.629791878,100000,5613.480187596311,651770810.5252867,561.3480187596311
311,14812950.437655283,100000,5611.459334728776,732280880.4127167,561.1459334728777
312,14809121.245518686,100000,5609.439209368274,822967023.9148109,560.9439209368273
313,14805292.053382091,100000,5607.419811252901,925143376.871193,560.7419811252902
314,14801462.861245494,100000,5605.40114012085,1040297245.6825702,560.540114012085
315,14797633.6691089,100000,5603.383195710406,1170112366.564557,560.3383195710406
316,14793804.476972302,100000,5601.3659777599505,1316495345.8955507,560.136597775995
317,14789975.284835707,100000,5599.349486007957,1481605724.2819912,559.9349486007958
318,14786146.09269911,100000,5597.3337201929935,1667890169.5718646,559.7333720192994
319,14782316.900562515,100000,5595.318680053725,1878121375.6506858,559.5318680053725
320,14778487.70842592,100000,5593.304365328906,2115442325.765676,559.3304365328906
321,14774658.516289324,100000,5591.290775757387,2383416672.84982,559.1290775757387
322,14770829.324152729,100000,5589.277911078115,2686086096.5877175,558.9277911078115
323,14767000.132016132,100000,5587.265771030126,3028035619.7662954,558.7265771030127
324,14763170.939879537,100000,5585.254355352556,3414468007.067852,558.5254355352556
325,14759341.74774294,100000,5583.2436637846295,3851288530.5130043,558.324366378463
326,14755512.555606345,100000,5581.233696065666,4345201570.261121,558.1233696065666
327,14751683.36346975,100000,5579.2244519350825,4903820730.890713,557.9224451935082
328,14747854.171333153,100000,5577.215931132386,5535794395.596489,557.7215931132386
329,14744024.979196558,100000,5575.208133397178,6250948918.535795,557.5208133397178
330,14740195.78705996,100000,5573.201058469155,7060451974.1069355,557.3201058469156
331,14736366.594923366,100000,5571.194706088107,7976998947.311369,557.1194706088107
332,14732537.402786769,100000,5569.189075993915,9015025668.522947,556.9189075993916
333,14728708.210650174,100000,5567.184167926557,10190951276.997553,556.7184167926557
334,14724879.018513577,100000,5565.179981626104,11523455549.560858,556.5179981626104
335,14721049.826376982,100000,5563.176516832718,13033795664.769773,556.3176516832718
336,14717220.634240385,100000,5561.173773286659,14746168100.734426,556.1173773286658
337,14713391.44210379,100000,5559.171750728275,16688122200.861998,555.9171750728275
338,14709562.249967195,100000,5557.170448898013,18891032902.34994,555.7170448898013
339,14705733.057830598,100000,5555.16986753641,21390641226.11476,555.5169867536409
340,14701903.865694003,100000,5553.170006384097,24227672395.672504,555.3170006384097
341,14698074.673557406,100000,5551.170865181799,27448542911.29216,555.1170865181799
342,14694245.481420811,100000,5549.172443670333,31106169583.36777,554.9172443670334
343,14690416.289284214,100000,5547.174741590612,35260895458.68359,554.7174741590612
344,14686587.09714762,100000,5545.17775868364,39981549793.4935,554.517775868364
345,14682757.905011022,100000,5543.181494690513,45346661782.44942,554.3181494690514
346,14678928.712874427,100000,5541.185949352424,51445850693.60157,554.1185949352424
347,14675099.52073783,100000,5539.191122410659,58381418446.09984,553.9191122410659
348,14671270.328601236,100000,5537.19701360659,66270174567.17661,553.7197013606591
349,14667441.13646464,100000,5535.203622681693,75245527957.43735,553.5203622681693
350,14663611.944328044,100000,5533.210949377526,85459885069.67499,553.3210949377526
351,14659782.752191449,100000,5531.21899343575,97087400071.84814,553.121899343575
352,14655953.560054852,100000,5529.227754598112,110327129441.49663,552.9227754598113
353,14652124.367918257,100000,5527.237232606458,125406651367.79161,552.7237232606458
354,14648295.17578166,100000,5525.247427202719,142586219481.836,552.524742720272
355,14644465.983645065,100000,5523.258338128926,162163530984.59454,552.3258338128926
356,14640636.79150847,100000,5521.2699651272,184479201413.51526,552.12699651272
357,14636807.599371873,100000,5519.282307939754,209923052336.53784,551.9282307939754
358,14632978.407235276,100000,5517.295366308896,238941334478.76596,551.7295366308896
359,14629149.21509868,100000,5515.309139977024,272045027511.95438,551.5309139977024
360,14625320.022962086,100000,5513.323628686633,309819379363.2535,551.3323628686634
361,14621490.830825489,100000,5511.338832180305,352934872882.8852,551.1338832180305
362,14617661.638688894,100000,5509.35475020072,402159836578.5554,550.9354750200721
363,14613832.446552297,100000,5507.371382490647,458374949489.48676,550.7371382490647
364,14610003.254415702,100000,5505.388728792951,522589928844.67896,550.5388728792951
365,14606174.062279105,100000,5503.406788850585,595962733751.4889,550.3406788850585
366,14602344.87014251,100000,5501.425562406599,679821669746.7612,550.1425562406599
367,14598515.678005915,100000,5499.445049204133,775690838721.5316,549.9445049204134
368,14594686.485869318,100000,5497.46524898642,885319447787.749,549.7465248986421
369,14590857.293732723,100000,5495.486161496785,1010715570584.4084,549.5486161496785
370,14587028.101596126,100000,5493.507786478646,1154185047054.4163,549.3507786478647
371,14583198.909459531,100000,5491.530123675514,1318376314875.7615,549.1530123675515
372,14579369.717322934,100000,5489.553172830991,1506332089839.9866,548.9553172830991
373,14575540.52518634,100000,5487.5769336887715,1721548956255.2754,548.7576933688772
374,14571711.333049743,100000,5485.601405992643,1968046095069.2798,548.5601405992643
375,14567882.140913147,100000,5483.6265894864855,2250444570530.0757,548.3626589486486
376,14564052.94877655,100000,5481.65248391427,2574058820101.966,548.1652483914271
377,14560223.756639956,100000,5479.679089020062,2945002251992.0815,547.9679089020062
378,14556394.56450336,100000,5477.706404548015,3370309155800.6665,547.7706404548015
379,14552565.372366764,100000,5475.734430242377,3858075481204.421,547.5734430242377
380,14548736.180230169,100000,5473.763165847489,4417621445041.582,547.3763165847489
381,14544906.988093572,100000,5471.792611107784,5059679397796.848,547.1792611107784
382,14541077.795956977,100000,5469.822765767785,5796610926888.271,546.9822765767785
383,14537248.60382038,100000,5467.85362957211,6642657808687.653,546.785362957211
384,14533419.411683785,100000,5465.885202265464,7614232158248.48,546.5885202265464
385,14529590.219547188,100000,5463.917483592648,8730251982035.967,546.3917483592649
386,14525761.027410593,100000,5461.950473298555,10012529334091.201,546.1950473298556
387,14521931.835273996,100000,5459.984171128167,11486219432793.238,545.9984171128167
388,14518102.643137401,100000,5458.018576826561,13180340440268.238,545.8018576826561
389,14514273.451000806,100000,5456.053690138902,15128375170508.69,545.6053690138903
390,14510444.258864209,100000,5454.089510810453,17368967811542.873,545.4089510810453
391,14506615.066727614,100000,5452.126038586562,19946730863697.62,545.2126038586562
392,14502785.874591017,100000,5450.163273212671,22913179959334.027,545.0163273212671
393,14498956.682454422,100000,5448.201214434313,26327817096849.547,544.8201214434314
394,14495127.490317825,100000,5446.239861997117,30259386160304.03,544.6239861997118
395,14491298.29818123,100000,5444.279215646799,34787328484076.918,544.4279215646799
396,14487469.106044635,100000,5442.319275129165,40003470751007.04,544.2319275129165
397,14483639.913908038,100000,5440.3600401901185,46013982789428.836,544.0360040190119
398,14479810.721771443,100000,5438.401510575651,52941648984362.63,543.8401510575651
399,14475981.529634846,100000,5436.443686031843,60928504186921.1,543.6443686031843
400,14472152.337498251,100000,5434.486566304871,70138893364565.71,543.4486566304871
401,14468323.145361654,100000,5432.530151141001,80763023982944.38,543.2530151141001
402,14464493.95322506,100000,5430.574440286589,93021091481345.6,543.057444028659
403,14460664.761088463,100000,5428.619433488086,107168071471733.78,542.8619433488086
404,14456835.568951868,100000,5426.665130492031,123499287775877.77,542.6665130492031
405,14453006.37681527,100000,5424.711531045054,142356883490836.0,542.4711531045053
406,14449177.184678676,100000,5422.758634893878,164137343378608.66,542.2758634893878
407,14445347.99254208,100000,5420.806441785317,189300240524765.22,542.0806441785317
408,14441518.800405484,100000,5418.854951466274,218378409005009.34,541.8854951466274
409,14437689.608268889,100000,5416.904163683746,251989777942958.06,541.6904163683747
410,14433860.416132292,100000,5414.954078184819,290851141663128.0,541.4954078184819
411,14430031.223995697,100000,5413.004694716673,335794186608769.6,541.3004694716673
412,14426202.0318591,100000,5411.056013026575,387784149440380.1,541.1056013026575
413,14422372.839722505,100000,5409.108032861885,447941543589247.4,540.9108032861885
414,14418543.647585908,100000,5407.160753970055,517567465073479.1,540.7160753970055
415,14414714.455449313,100000,5405.214176098625,598173074424637.9,540.5214176098625
416,14410885.263312716,100000,5403.26829899523,691513952272489.1,540.326829899523
417,14407056.071176121,100000,5401.323122407592,799630144018587.8,540.1323122407592
418,14403226.879039526,100000,5399.3786460835245,924892847061256.8,539.9378646083525
419,14399397.68690293,100000,5397.434869770936,1070058855696752.2,539.7434869770935
420,14395568.494766334,100000,5395.491793217817,1238334068203946.5,539.5491793217817
421,14391739.302629737,100000,5393.549416172258,1433447582528049.0,539.3549416172258
422,14387910.110493142,100000,5391.607738382437,1659738167059917.2,539.1607738382437
423,14384080.918356545,100000,5389.666759596618,1922255197899468.0,538.9666759596619
424,14380251.72621995,100000,5387.726479563164,2226876511499245.5,538.7726479563164
425,14376422.534083353,100000,5385.786898030521,2580446040885608.5,538.5786898030522
426,14372593.341946758,100000,5383.848014747229,2990934595546474.0,538.384801474723
427,14368764.149810161,100000,5381.909829461921,3467627722258319.0,538.1909829461921
428,14364934.957673566,100000,5379.972341923314,4021345261549345.5,537.9972341923315
429,14361105.765536971,100000,5378.035551880222,4664698009755634.0,537.8035551880222
430,14357276.573400375,100000,5376.099459081545,5412387830438597.0,537.6099459081546
431,14353447.38126378,100000,5374.164063276276,6281558655690631.0,537.4164063276276
432,14349618.189127183,100000,5372.229364213496,7292207106296897.0,537.2229364213497
433,14345788.996990588,100000,5370.29536164238,8467662973699709.0,537.029536164238
434,14341959.80485399,100000,5368.362055312188,9835151586123854.0,536.8362055312189
435,14338130.612717396,100000,5366.429444972276,1.1426452173092002e+16,536.6429444972276
436,14334301.4205808,100000,5364.497530372086,1.327866880233089e+16,536.4497530372086
437,14330472.228444204,100000,5362.566311261151,1.5435133356120828e+16,536.2566311261152
438,14326643.036307609,100000,5360.635787389098,1.7946463417589498e+16,536.0635787389099
439,14322813.844171012,100000,5358.705958505639,2.0871801942276136e+16,535.8705958505639
440,14318984.652034417,100000,5356.776824360576,2.428027030385616e+16,535.6776824360576
441,14315155.45989782,100000,5354.848384703806,2.8252671851940772e+16,535.4848384703806
442,14311326.267761225,100000,5352.920639285312,3.2883489653957904e+16,535.2920639285312
443,14307497.075624628,100000,5350.99358785517,3.82832297889458e+16,535.099358785517
444,14303667.883488033,100000,5349.067230163542,4.458117062731405e+16,534.9067230163542
445,14299838.691351436,100000,5347.141565960683,5.19285892137673e+16,534.7141565960683
446,14296009.499214841,100000,5345.2165949969385,6.050254846194824e+16,534.5216594996939
447,14292180.307078246,100000,5343.292317022739,7.051034371324409e+16,534.3292317022739
448,14288351.11494165,100000,5341.36873178861,8.219472471565606e+16,534.136873178861
449,14284521.922805054,100000,5339.4458390451655,9.584002972297499e+16,533.9445839045165
450,14280692.730668457,100000,5337.523638543109,1.1177939276901971e+17,533.7523638543109
451,14276863.538531862,100000,5335.602130033233,1.3040321390985376e+17,533.5602130033234
452,14273034.346395265,100000,5333.681313266421,1.5216911614561514e+17,533.3681313266421
453,14269205.15425867,100000,5331.761187993645,1.7761365277607456e+17,533.1761187993645
454,14265375.962122073,100000,5329.841753965968,2.0736607622687018e+17,532.9841753965968
455,14261546.769985478,100000,5327.923010934541,2.4216453522870445e+17,532.7923010934541
456,14257717.577848881,100000,5326.004958650604,2.8287513320555866e+17,532.6004958650605
457,14253888.385712286,100000,5324.087596865491,3.305143586852345e+17,532.4087596865492
458,14250059.193575691,100000,5322.170925330619,3.862754906843473e+17,532.2170925330619
459,14246230.001439095,100000,5320.254943797499,4.5155969094538675e+17,532.02549437975
460,14242400.8093025,100000,5318.339652017734,5.280126237038572e+17,531.8339652017734
461,14238571.617165903,100000,5316.425049743007,6.175675960005912e+17,531.6425049743007
462,14234742.425029308,100000,5314.511136725099,7.224963917709162e+17,531.4511136725099
463,14230913.23289271,100000,5312.597912715878,8.45469186190162e+17,531.2597912715878
464,14227084.040756116,100000,5310.6853774673,9.89625179146674e+17,531.06853774673
465,14223254.84861952,100000,5308.773530731412,1.1586558855035213e+18,530.8773530731413
466,14219425.656482924,100000,5306.86237226035,1.35690337361001e+18,530.686237226035
467,14215596.464346327,100000,5304.951901806336,1.5894761625587405e+18,530.4951901806336
468,14211767.272209732,100000,5303.042119121685,1.8623859850963174e+18,530.3042119121685
469,14207938.080073137,100000,5301.133023958802,2.1827092113103675e+18,530.1133023958803
470,14204108.88793654,100000,5299.224616070177,2.5587774253705175e+18,529.9224616070177
471,14200279.695799945,100000,5297.3168952083915,3.000402474063858e+18,529.7316895208392
472,14196450.503663348,100000,5295.409861126116,3.519142285846547e+18,529.5409861126117
473,14192621.311526753,100000,5293.503513576111,4.1286149214175944e+18,529.3503513576111
474,14188792.119390156,100000,5291.5978523112235,4.844869695640348e+18,529.1597852311223
